"大字町丁目コード","地域名"
"141030009006","神奈川県横浜市西区桜木町六丁目"
"141030009007","神奈川県横浜市西区桜木町七丁目"
"141030010001","神奈川県横浜市西区南幸一丁目"
"141030010002","神奈川県横浜市西区南幸二丁目"
"141030011001","神奈川県横浜市西区高島一丁目"
"141030011002","神奈川県横浜市西区高島二丁目"
"141030012001","神奈川県横浜市西区平沼一丁目"
"141030012002","神奈川県横浜市西区平沼二丁目"
"141030013001","神奈川県横浜市西区みなとみらい一丁目"
"141030013002","神奈川県横浜市西区みなとみらい二丁目"
"141030013003","神奈川県横浜市西区みなとみらい三丁目"
"141030013004","神奈川県横浜市西区みなとみらい四丁目"
"141030013005","神奈川県横浜市西区みなとみらい五丁目"
"141030013006","神奈川県横浜市西区みなとみらい六丁目"
"141030014004","神奈川県横浜市西区花咲町四丁目"
"141030014005","神奈川県横浜市西区花咲町五丁目"
"141030014006","神奈川県横浜市西区花咲町六丁目"
"141030014007","神奈川県横浜市西区花咲町七丁目"
"141030015001","神奈川県横浜市西区戸部町一丁目"
"141030015002","神奈川県横浜市西区戸部町二丁目"
"141030015003","神奈川県横浜市西区戸部町三丁目"
"141030015004","神奈川県横浜市西区戸部町四丁目"
"141030015005","神奈川県横浜市西区戸部町五丁目"
"141030015006","神奈川県横浜市西区戸部町六丁目"
"141030015007","神奈川県横浜市西区戸部町七丁目"
"141030016000","神奈川県横浜市西区宮崎町"
"141030017000","神奈川県横浜市西区紅葉ケ丘"
"141030018000","神奈川県横浜市西区霞ケ丘"
"141030019000","神奈川県横浜市西区境之谷"
"141030020002","神奈川県横浜市西区西前町二丁目"
"141030020003","神奈川県横浜市西区西前町三丁目"
"141030021001","神奈川県横浜市西区岡野一丁目"
"141030021002","神奈川県横浜市西区岡野二丁目"
"141030022000","神奈川県横浜市西区東久保町"
"141030023001","神奈川県横浜市西区藤棚町一丁目"
"141030023002","神奈川県横浜市西区藤棚町二丁目"
"141030024000","神奈川県横浜市西区浜松町"
"141030025000","神奈川県横浜市西区久保町"
"141030026001","神奈川県横浜市西区中央一丁目"
"141030026002","神奈川県横浜市西区中央二丁目"
"141030027001","神奈川県横浜市西区浅間町一丁目"
"141030027002","神奈川県横浜市西区浅間町二丁目"
"141030027003","神奈川県横浜市西区浅間町三丁目"
"141030027004","神奈川県横浜市西区浅間町四丁目"
"141030027005","神奈川県横浜市西区浅間町五丁目"
"141030028000","神奈川県横浜市西区西平沼町"
"141030029000","神奈川県横浜市西区元久保町"
"141030030000","神奈川県横浜市西区南浅間町"
"141030031000","神奈川県横浜市西区浅間台"
"141030032000","神奈川県横浜市西区宮ケ谷"
"141030033000","神奈川県横浜市西区北軽井沢"
"141030034000","神奈川県横浜市西区南軽井沢"
"141030035000","神奈川県横浜市西区楠町"
"141040001000","神奈川県横浜市中区錦町"
"141040002000","神奈川県横浜市中区本牧間門"
"141040003000","神奈川県横浜市中区根岸加曽台"
"141040004000","神奈川県横浜市中区本牧三之谷"
"141040005000","神奈川県横浜市中区池袋"
"141040006000","神奈川県横浜市中区根岸旭台"
"141040007000","神奈川県横浜市中区寺久保"
"141040008000","神奈川県横浜市中区本牧元町"
"141040009000","神奈川県横浜市中区滝之上"
"141040010001","神奈川県横浜市中区末吉町一丁目"
"141040010002","神奈川県横浜市中区末吉町二丁目"
"141040010003","神奈川県横浜市中区末吉町三丁目"
"141040010004","神奈川県横浜市中区末吉町四丁目"
"141040011001","神奈川県横浜市中区赤門町一丁目"
"141040012000","神奈川県横浜市中区本牧大里町"
"141040013000","神奈川県横浜市中区豊浦町"
"141040014000","神奈川県横浜市中区かもめ町"
"141040015000","神奈川県横浜市中区千鳥町"
"141040016001","神奈川県横浜市中区根岸町一丁目"
"141040016002","神奈川県横浜市中区根岸町二丁目"
"141040016003","神奈川県横浜市中区根岸町三丁目"
"141040017001","神奈川県横浜市中区新港一丁目"
"141040017002","神奈川県横浜市中区新港二丁目"
"141040018000","神奈川県横浜市中区内田町"
"141040019001","神奈川県横浜市中区万代町一丁目"
"141040019002","神奈川県横浜市中区万代町二丁目"
"141040019003","神奈川県横浜市中区万代町三丁目"
"141040020001","神奈川県横浜市中区初音町一丁目"
"141040020002","神奈川県横浜市中区初音町二丁目"
"141040020003","神奈川県横浜市中区初音町三丁目"
"141040021001","神奈川県横浜市中区海岸通一丁目"
"141040021002","神奈川県横浜市中区海岸通二丁目"
"141040021003","神奈川県横浜市中区海岸通三丁目"
"141040021004","神奈川県横浜市中区海岸通四丁目"
"141040021005","神奈川県横浜市中区海岸通五丁目"
"141040022001","神奈川県横浜市中区真砂町一丁目"
"141040022002","神奈川県横浜市中区真砂町二丁目"
"141040022003","神奈川県横浜市中区真砂町三丁目"
"141040022004","神奈川県横浜市中区真砂町四丁目"
"141040023001","神奈川県横浜市中区相生町一丁目"
"141040023002","神奈川県横浜市中区相生町二丁目"
"141040023003","神奈川県横浜市中区相生町三丁目"
"141040023004","神奈川県横浜市中区相生町四丁目"
"141040023005","神奈川県横浜市中区相生町五丁目"
"141040023006","神奈川県横浜市中区相生町六丁目"
"141040024001","神奈川県横浜市中区伊勢佐木町一丁目"
"141040024002","神奈川県横浜市中区伊勢佐木町二丁目"
"141040024003","神奈川県横浜市中区伊勢佐木町三丁目"
"141040024004","神奈川県横浜市中区伊勢佐木町四丁目"
"141040024005","神奈川県横浜市中区伊勢佐木町五丁目"
"141040024006","神奈川県横浜市中区伊勢佐木町六丁目"
"141040024007","神奈川県横浜市中区伊勢佐木町七丁目"
"141040025001","神奈川県横浜市中区太田町一丁目"
"141040025002","神奈川県横浜市中区太田町二丁目"
"141040025003","神奈川県横浜市中区太田町三丁目"
"141040025004","神奈川県横浜市中区太田町四丁目"
"141040025005","神奈川県横浜市中区太田町五丁目"
"141040025006","神奈川県横浜市中区太田町六丁目"
"141040026000","神奈川県横浜市中区福富町西通"
"141040027000","神奈川県横浜市中区本牧ふ頭"
"141040028000","神奈川県横浜市中区本牧和田"
"141040029001","神奈川県横浜市中区山元町一丁目"
"141040029002","神奈川県横浜市中区山元町二丁目"
"141040029003","神奈川県横浜市中区山元町三丁目"
"141040029004","神奈川県横浜市中区山元町四丁目"
"141040029005","神奈川県横浜市中区山元町五丁目"
"141040030000","神奈川県横浜市中区本牧荒井"
"141040031000","神奈川県横浜市中区和田山"
"141040032001","神奈川県横浜市中区北方町一丁目"
"141040032002","神奈川県横浜市中区北方町二丁目"
"141040033000","神奈川県横浜市中区本牧原"
"141040034001","神奈川県横浜市中区本牧町一丁目"
"141040034002","神奈川県横浜市中区本牧町二丁目"
"141040035001","神奈川県横浜市中区小港町一丁目"
"141040035002","神奈川県横浜市中区小港町二丁目"
"141040035003","神奈川県横浜市中区小港町三丁目"
"141040036001","神奈川県横浜市中区千代崎町一丁目"
"141040036002","神奈川県横浜市中区千代崎町二丁目"
"141040036003","神奈川県横浜市中区千代崎町三丁目"
"141040036004","神奈川県横浜市中区千代崎町四丁目"
"141040037000","神奈川県横浜市中区矢口台"
"141040038001","神奈川県横浜市中区本郷町一丁目"
"141040038002","神奈川県横浜市中区本郷町二丁目"
"141040038003","神奈川県横浜市中区本郷町三丁目"
"141040039001","神奈川県横浜市中区上野町一丁目"
"141040039002","神奈川県横浜市中区上野町二丁目"
"141040039003","神奈川県横浜市中区上野町三丁目"
"141040039004","神奈川県横浜市中区上野町四丁目"
"141040040000","神奈川県横浜市中区豆口台"
"141040041001","神奈川県横浜市中区大和町一丁目"
"141040041002","神奈川県横浜市中区大和町二丁目"
"141040042001","神奈川県横浜市中区麦田町一丁目"
"141040042002","神奈川県横浜市中区麦田町二丁目"
"141040042003","神奈川県横浜市中区麦田町三丁目"
"141040042004","神奈川県横浜市中区麦田町四丁目"
"141040043000","神奈川県横浜市中区妙香寺台"
"141040044000","神奈川県横浜市中区立野"
"141040045000","神奈川県横浜市中区大平町"
"141040046001","神奈川県横浜市中区新山下一丁目"
"141040046002","神奈川県横浜市中区新山下二丁目"
"141040046003","神奈川県横浜市中区新山下三丁目"
"141040047001","神奈川県横浜市中区元町一丁目"
"141040047002","神奈川県横浜市中区元町二丁目"
"141040047003","神奈川県横浜市中区元町三丁目"
"141040047004","神奈川県横浜市中区元町四丁目"
"141040047005","神奈川県横浜市中区元町五丁目"
"141040048000","神奈川県横浜市中区西之谷町"
"141040049000","神奈川県横浜市中区西竹之丸"
"141040050000","神奈川県横浜市中区柏葉"
"141040051001","神奈川県横浜市中区石川町一丁目"
"141040051002","神奈川県横浜市中区石川町二丁目"
"141040051003","神奈川県横浜市中区石川町三丁目"
"141040051004","神奈川県横浜市中区石川町四丁目"
"141040051005","神奈川県横浜市中区石川町五丁目"
"141040052001","神奈川県横浜市中区松影町一丁目"
"141040052002","神奈川県横浜市中区松影町二丁目"
"141040052003","神奈川県横浜市中区松影町三丁目"
"141040052004","神奈川県横浜市中区松影町四丁目"
"141040053001","神奈川県横浜市中区寿町一丁目"
"141040053002","神奈川県横浜市中区寿町二丁目"
"141040053003","神奈川県横浜市中区寿町三丁目"
"141040053004","神奈川県横浜市中区寿町四丁目"
"141040054000","神奈川県横浜市中区諏訪町"
"141040055001","神奈川県横浜市中区扇町一丁目"
"141040055002","神奈川県横浜市中区扇町二丁目"
"141040055003","神奈川県横浜市中区扇町三丁目"
"141040055004","神奈川県横浜市中区扇町四丁目"
"141040056000","神奈川県横浜市中区山下町"
"141040057001","神奈川県横浜市中区弁天通一丁目"
"141040057002","神奈川県横浜市中区弁天通二丁目"
"141040057003","神奈川県横浜市中区弁天通三丁目"
"141040057004","神奈川県横浜市中区弁天通四丁目"
"141040057005","神奈川県横浜市中区弁天通五丁目"
"141040057006","神奈川県横浜市中区弁天通六丁目"
"141040058001","神奈川県横浜市中区南仲通一丁目"
"141040058002","神奈川県横浜市中区南仲通二丁目"
"141040058003","神奈川県横浜市中区南仲通三丁目"
"141040058004","神奈川県横浜市中区南仲通四丁目"
"141040058005","神奈川県横浜市中区南仲通五丁目"
"141040059001","神奈川県横浜市中区尾上町一丁目"
"141040059002","神奈川県横浜市中区尾上町二丁目"
"141040059003","神奈川県横浜市中区尾上町三丁目"
"141040059004","神奈川県横浜市中区尾上町四丁目"
"141040059005","神奈川県横浜市中区尾上町五丁目"
"141040059006","神奈川県横浜市中区尾上町六丁目"
"141040060001","神奈川県横浜市中区本町一丁目"
"141040060002","神奈川県横浜市中区本町二丁目"
"141040060003","神奈川県横浜市中区本町三丁目"
